table_name,code,code_system,display,row_count,distinct_patient_count
condition,444814009,http://snomed.info/sct,Viral sinusitis (disorder),6297,3932
condition,422650009,http://snomed.info/sct,Social isolation (finding),8062,3545
condition,423315002,http://snomed.info/sct,Limited social contact (finding),8060,3494
observation,8310-5,http://loinc.org,Body Temperature,6484,3459
encounter,33879002,http://snomed.info/sct,Administration of vaccine to produce active immunity (procedure),6409,3455
condition,162864005,http://snomed.info/sct,Body mass index 30+ - obesity (finding),3255,3255
observation,38483-4,http://loinc.org,Creatinine [Mass/volume] in Blood,85496,3245
observation,49765-1,http://loinc.org,Calcium [Mass/volume] in Blood,85496,3245
observation,2947-0,http://loinc.org,Sodium [Moles/volume] in Blood,85496,3245
observation,2069-3,http://loinc.org,Chloride [Moles/volume] in Blood,85496,3245
observation,6299-2,http://loinc.org,Urea Nitrogen [Mass/volume] in Blood,85496,3245
observation,2339-0,http://loinc.org,Glucose [Mass/volume] in Blood,85496,3245
observation,6298-4,http://loinc.org,Potassium [Moles/volume] in Blood,85496,3245
observation,20565-8,http://loinc.org,"Carbon dioxide, total [Moles/volume] in Blood",85496,3245
condition,741062008,http://snomed.info/sct,Not in labor force (finding),7337,3159
encounter,410620009,http://snomed.info/sct,Well child visit (procedure),22260,3154
observation,4548-4,http://loinc.org,Hemoglobin A1c/Hemoglobin.total in Blood,77171,2997
condition,706893006,http://snomed.info/sct,Victim of intimate partner abuse (finding),5223,2939
diagnostic_report,51990-0,http://loinc.org,Basic Metabolic Panel - Blood,60459,2919
procedure,D7140,http://www.ada.org/cdt,extraction erupted tooth or exposed root elevation and/or forceps removal,11469,2739
encounter,702927004,http://snomed.info/sct,Urgent care clinic (environment),29897,2730
procedure,715252007,http://snomed.info/sct,Depression screening using Patient Health Questionnaire Nine Item score (procedure),6495,2725
condition,195662009,http://snomed.info/sct,Acute viral pharyngitis (disorder),3544,2690
encounter,32485007,http://snomed.info/sct,Hospital admission (procedure),3754,2667
condition,224299000,http://snomed.info/sct,Received higher education (finding),2615,2615
condition,714628002,http://snomed.info/sct,Prediabetes (finding),2589,2589
medication_request,313782,http://www.nlm.nih.gov/research/umls/rxnorm,Acetaminophen 325 MG Oral Tablet,3372,2571
condition,271737000,http://snomed.info/sct,Anemia (disorder),2472,2472
condition,10509002,http://snomed.info/sct,Acute bronchitis (disorder),3057,2448
observation,33914-3,http://loinc.org,Glomerular filtration rate [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)/1.73 sq M,109044,2430
procedure,D0120,http://www.ada.org/cdt,periodic oral evaluation  established patient,3860,2393
condition,424393004,http://snomed.info/sct,Reports of violence in the environment (finding),4388,2281
procedure,315639002,http://snomed.info/sct,Initial patient assessment (procedure),3095,2276
procedure,370789001,http://snomed.info/sct,Development of individualized plan of care (procedure),3095,2276
condition,80967001,http://snomed.info/sct,Dental caries,2766,2165
observation,59461-4,http://loinc.org,Fall risk level [Morse Fall Scale],32563,2156
procedure,762993000,http://snomed.info/sct,Assessment using Morse Fall Scale (procedure),32563,2156
diagnostic_report,59453-1,http://loinc.org,Morse Fall Scale panel,32563,2156
observation,59460-6,http://loinc.org,Fall risk total [Morse Fall Scale],32563,2156
condition,73438004,http://snomed.info/sct,Unemployed (finding),2778,2138
observation,44261-6,http://loinc.org,Patient Health Questionnaire 9 item (PHQ-9) total score [Reported],3809,1976
diagnostic_report,44249-1,http://loinc.org,PHQ-9 quick depression assessment panel [Reported.PHQ],3809,1976
observation,1751-7,http://loinc.org,Albumin [Mass/volume] in Serum or Plasma,32468,1956
observation,1920-8,http://loinc.org,Aspartate aminotransferase [Enzymatic activity/volume] in Serum or Plasma,32468,1956
diagnostic_report,24323-8,http://loinc.org,Comprehensive metabolic 2000 panel - Serum or Plasma,32468,1956
observation,2885-2,http://loinc.org,Protein [Mass/volume] in Serum or Plasma,32468,1956
observation,1742-6,http://loinc.org,Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma,32468,1956
observation,6768-6,http://loinc.org,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,32468,1956
observation,1975-2,http://loinc.org,Bilirubin.total [Mass/volume] in Serum or Plasma,32443,1945
encounter,390906007,http://snomed.info/sct,Follow-up encounter (procedure),11581,1915
procedure,73761001,http://snomed.info/sct,Colonoscopy (procedure),3563,1854
immunization,208,http://hl7.org/fhir/sid/cvx,"COVID-19, mRNA, LNP-S, PF, 30 mcg/0.3 mL dose",3682,1843
observation,59576-9,http://loinc.org,Body mass index (BMI) [Percentile] Per age and sex,14783,1821
procedure,D0604,http://www.ada.org/cdt,"antigen testing for a public health related pathogen, including coronavirus",4552,1798
procedure,D1206,http://www.ada.org/cdt,topical application of fluoride varnish,2579,1781
condition,59621000,http://snomed.info/sct,Essential hypertension (disorder),1755,1755
condition,274531002,http://snomed.info/sct,Abnormal findings diagnostic imaging heart+coronary circulat (finding),1744,1744
condition,414545008,http://snomed.info/sct,Ischemic heart disease (disorder),1739,1739
procedure,D0603,http://www.ada.org/cdt,caries risk assessment and documentation with a finding of high risk,3350,1708
medication_request,705129,http://www.nlm.nih.gov/research/umls/rxnorm,Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray,1706,1706
medication_request,866412,http://www.nlm.nih.gov/research/umls/rxnorm,24 HR metoprolol succinate 100 MG Extended Release Oral Tablet,1667,1667
procedure,D1110,http://www.ada.org/cdt,prophylaxis  adult,2402,1662
encounter,424619006,http://snomed.info/sct,Prenatal visit (regime/therapy),10402,1651
procedure,D1208,http://www.ada.org/cdt,topical application of fluoride  excluding varnish,2423,1651
observation,3094-0,http://loinc.org,Urea nitrogen [Mass/volume] in Serum or Plasma,61457,1579
observation,17861-6,http://loinc.org,Calcium [Mass/volume] in Serum or Plasma,61457,1579
observation,2028-9,http://loinc.org,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",61457,1579
observation,2345-7,http://loinc.org,Glucose [Mass/volume] in Serum or Plasma,61457,1579
observation,2160-0,http://loinc.org,Creatinine [Mass/volume] in Serum or Plasma,61457,1579
observation,2823-3,http://loinc.org,Potassium [Moles/volume] in Serum or Plasma,61457,1579
observation,2951-2,http://loinc.org,Sodium [Moles/volume] in Serum or Plasma,61457,1579
observation,2075-0,http://loinc.org,Chloride [Moles/volume] in Serum or Plasma,61457,1579
immunization,133,http://hl7.org/fhir/sid/cvx,Pneumococcal conjugate PCV 13,4048,1566
observation,5794-3,http://loinc.org,Hemoglobin [Presence] in Urine by Test strip,71649,1565
observation,5811-5,http://loinc.org,Specific gravity of Urine by Test strip,71649,1565
observation,5802-4,http://loinc.org,Nitrite [Presence] in Urine by Test strip,71649,1565
observation,2514-8,http://loinc.org,Ketones [Presence] in Urine by Test strip,71649,1565
observation,5803-2,http://loinc.org,pH of Urine by Test strip,71649,1565
observation,5799-2,http://loinc.org,Leukocyte esterase [Presence] in Urine by Test strip,71649,1565
condition,266948004,http://snomed.info/sct,Has a criminal record (finding),1548,1548
procedure,D7210,http://www.ada.org/cdt,extraction erupted tooth requiring removal of bone and/or sectioning of tooth and including elevation of mucoperiosteal flap if indicated,5217,1538
immunization,207,http://hl7.org/fhir/sid/cvx,"COVID-19, mRNA, LNP-S, PF, 100 mcg/0.5mL dose or 50 mcg/0.25mL dose",3020,1512
condition,82423001,http://snomed.info/sct,Chronic pain (finding),1472,1472
medication_request,312961,http://www.nlm.nih.gov/research/umls/rxnorm,Simvastatin 20 MG Oral Tablet,1464,1464
condition,473461003,http://snomed.info/sct,Educated to high school level (finding),1455,1455
condition,40055000,http://snomed.info/sct,Chronic sinusitis (disorder),1421,1420
encounter,305336008,http://snomed.info/sct,Admission to hospice (procedure),1740,1391
procedure,385763009,http://snomed.info/sct,Hospice care (regime/therapy),37192,1391
procedure,185087000,http://snomed.info/sct,Notifications (procedure),1729,1388
procedure,310417005,http://snomed.info/sct,Certification procedure (procedure),1729,1388
observation,10834-0,http://loinc.org,Globulin [Mass/volume] in Serum by calculation,24541,1386
diagnostic_report,24357-6,http://loinc.org,Urinalysis macro (dipstick) panel - Urine,70282,1381
observation,5792-7,http://loinc.org,Glucose [Mass/volume] in Urine by Test strip,70282,1381
observation,5804-0,http://loinc.org,Protein [Mass/volume] in Urine by Test strip,70282,1381
procedure,D0602,http://www.ada.org/cdt,caries risk assessment and documentation with a finding of moderate risk,2314,1375
procedure,23426006,http://snomed.info/sct,Measurement of respiratory function (procedure),1585,1368
encounter,308646001,http://snomed.info/sct,Death Certification,1336,1336
diagnostic_report,69409-1,http://loinc.org,U.S. standard certificate of death - 2003 revision,1336,1336
observation,69453-9,http://loinc.org,Cause of Death [US Standard Certificate of Death],1336,1336
condition,160968000,http://snomed.info/sct,Risk activity involvement (finding),1393,1330
procedure,117015009,http://snomed.info/sct,Throat culture (procedure),1562,1323
medication_request,309362,http://www.nlm.nih.gov/research/umls/rxnorm,Clopidogrel 75 MG Oral Tablet,1314,1314
medication_request,849574,http://www.nlm.nih.gov/research/umls/rxnorm,Naproxen sodium 220 MG Oral Tablet,1386,1294
immunization,10,http://hl7.org/fhir/sid/cvx,IPV,3530,1293
immunization,20,http://hl7.org/fhir/sid/cvx,DTaP,4316,1263
procedure,58000006,http://snomed.info/sct,Patient discharge (procedure),1389,1261
condition,161744009,http://snomed.info/sct,Past pregnancy history of miscarriage (situation),1256,1256
observation,8289-1,http://loinc.org,Head Occipital-frontal circumference Percentile,12197,1247
observation,9843-4,http://loinc.org,Head Occipital-frontal circumference,12197,1247
observation,77606-2,http://loinc.org,Weight-for-length Per age and sex,12197,1247
medication_request,562251,http://www.nlm.nih.gov/research/umls/rxnorm,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,1398,1242
procedure,308283009,http://snomed.info/sct,Discharge from hospital (procedure),1483,1238
condition,K02.9,http://hl7.org/fhir/sid/icd-10,"Dental caries, unspecified",1951,1237
observation,2708-6,http://loinc.org,Oxygen saturation in Arterial blood,8784,1228
encounter,308335008,http://snomed.info/sct,Patient encounter procedure (procedure),7781,1225
immunization,03,http://hl7.org/fhir/sid/cvx,MMR,1767,1206
condition,237602007,http://snomed.info/sct,Metabolic syndrome X (disorder),1202,1202
immunization,21,http://hl7.org/fhir/sid/cvx,varicella,1754,1197
procedure,410401003,http://snomed.info/sct,Nursing care/supplementary surveillance (regime/therapy),23404,1168
procedure,399208008,http://snomed.info/sct,Plain X-ray of chest (procedure),2648,1160
observation,20454-5,http://loinc.org,Protein [Presence] in Urine by Test strip,71002,1146
observation,5770-3,http://loinc.org,Bilirubin.total [Presence] in Urine by Test strip,71002,1146
observation,25428-4,http://loinc.org,Glucose [Presence] in Urine by Test strip,71002,1146
condition,234949000,http://snomed.info/sct,Tooth eruption disorder,1248,1142
immunization,114,http://hl7.org/fhir/sid/cvx,meningococcal MCV4P,1550,1136
medication_request,314076,http://www.nlm.nih.gov/research/umls/rxnorm,lisinopril 10 MG Oral Tablet,41130,1134
encounter,698314001,http://snomed.info/sct,Consultation for treatment (procedure),4423,1100
procedure,D0140,http://www.ada.org/cdt,limited oral evaluation  problem focused,1306,1082
allergy,609328004,http://snomed.info/sct,Allergic disposition (finding),1046,1046
procedure,63332003,http://snomed.info/sct,History AND physical examination (procedure),1189,1043
procedure,D0230,http://www.ada.org/cdt,intraoral  periapical each additional radiographic image,1306,1040
medication_request,310798,http://www.nlm.nih.gov/research/umls/rxnorm,Hydrochlorothiazide 25 MG Oral Tablet,38434,1027
condition,125605004,http://snomed.info/sct,Fracture of bone (disorder),1144,1012
procedure,D0220,http://www.ada.org/cdt,intraoral  periapical first radiographic image,1245,1002
procedure,225386006,http://snomed.info/sct,Pre-discharge assessment (procedure),1127,995
immunization,83,http://hl7.org/fhir/sid/cvx,"Hep A, ped/adol, 2 dose",1740,988
procedure,44608003,http://snomed.info/sct,Blood group typing (procedure),1478,986
procedure,D0330,http://www.ada.org/cdt,panoramic radiographic image,1165,983
condition,278860009,http://snomed.info/sct,Chronic low back pain (finding),978,978
medication_request,314231,http://www.nlm.nih.gov/research/umls/rxnorm,Simvastatin 10 MG Oral Tablet,9349,970
condition,55822004,http://snomed.info/sct,Hyperlipidemia (disorder),969,969
procedure,D0150,http://www.ada.org/cdt,comprehensive oral evaluation  new or established patient,1140,965
immunization,49,http://hl7.org/fhir/sid/cvx,Hib (PRP-OMP),2601,948
observation,5767-9,http://loinc.org,Appearance of Urine,70156,945
observation,5797-6,http://loinc.org,Ketones [Mass/volume] in Urine by Test strip,69635,945
observation,20505-4,http://loinc.org,Bilirubin.total [Mass/volume] in Urine by Test strip,69635,945
observation,5778-6,http://loinc.org,Color of Urine,69635,945
observation,34533-0,http://loinc.org,Odor of Urine,69114,945
observation,32167-9,http://loinc.org,Clarity of Urine,69635,945
immunization,08,http://hl7.org/fhir/sid/cvx,"Hep B, adolescent or pediatric",2573,924
medication_request,308136,http://www.nlm.nih.gov/research/umls/rxnorm,amLODIPine 2.5 MG Oral Tablet,33531,912
condition,127013003,http://snomed.info/sct,Disorder of kidney due to diabetes mellitus (disorder),906,906
condition,65363002,http://snomed.info/sct,Otitis media (disorder),1305,906
procedure,91251008,http://snomed.info/sct,Physical therapy procedure (regime/therapy),3503,899
diagnostic_report,24321-2,http://loinc.org,Basic Metabolic 2000 Panel - Serum or Plasma,54026,880
procedure,409023009,http://snomed.info/sct,Professional / ancillary services care (regime/therapy),5410,878
immunization,119,http://hl7.org/fhir/sid/cvx,"rotavirus, monovalent",1699,866
condition,10939881000119105,http://snomed.info/sct,Unhealthy alcohol drinking behavior (finding),976,860
procedure,D1120,http://www.ada.org/cdt,prophylaxis  child,1050,856
condition,312608009,http://snomed.info/sct,Laceration - injury (disorder),909,854
procedure,288086009,http://snomed.info/sct,Suture open wound (procedure),906,852
procedure,84478008,http://snomed.info/sct,Occupational therapy (regime/therapy),2513,850
medication_request,310965,http://www.nlm.nih.gov/research/umls/rxnorm,Ibuprofen 200 MG Oral Tablet,926,847
condition,80583007,http://snomed.info/sct,Severe anxiety (panic) (finding),1032,847
procedure,252160004,http://snomed.info/sct,Standard pregnancy test (procedure),1790,821
procedure,33367005,http://snomed.info/sct,Angiography of coronary artery (procedure),873,818
condition,384709000,http://snomed.info/sct,Sprain (morphologic abnormality),855,808
procedure,29303009,http://snomed.info/sct,Electrocardiographic procedure (procedure),2409,807
diagnostic_report,89206-7,http://loinc.org,Patient Health Questionnaire-9: Modified for Teens [Reported.PHQ.Teen],2672,806
observation,89204-2,http://loinc.org,Patient Health Questionnaire-9: Modified for Teens total score [Reported.PHQ.Teen],2672,806
observation,89579-7,http://loinc.org,Troponin I.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,5327,803
condition,431855005,http://snomed.info/sct,Chronic kidney disease stage 1 (disorder),820,800
condition,90781000119102,http://snomed.info/sct,Microalbuminuria due to type 2 diabetes mellitus (disorder),798,798
encounter,424441002,http://snomed.info/sct,Prenatal initial visit (regime/therapy),1790,797
condition,43878008,http://snomed.info/sct,Streptococcal sore throat (disorder),872,794
procedure,868187001,http://snomed.info/sct,"Assessment using Car, Relax, Alone, Forget, Friends, Trouble Screening Test (procedure)",2353,791
procedure,D2391,http://www.ada.org/cdt,"resin-based composite - one surface, posterior",951,789
condition,224295006,http://snomed.info/sct,Only received primary school education (finding),783,783
procedure,5880005,http://snomed.info/sct,Physical examination procedure (procedure),2799,782
immunization,33,http://hl7.org/fhir/sid/cvx,"pneumococcal polysaccharide vaccine, 23 valent",781,770
procedure,D0274,http://www.ada.org/cdt,bitewings  four radiographic images,927,761
procedure,274474001,http://snomed.info/sct,Bone immobilization (procedure),796,750
condition,72892002,http://snomed.info/sct,Normal pregnancy (finding),1726,750
medication_request,1043400,http://www.nlm.nih.gov/research/umls/rxnorm,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,792,745
procedure,312681000,http://snomed.info/sct,Bone density scan (procedure),1113,738
procedure,169230002,http://snomed.info/sct,Ultrasound scan for fetal viability (procedure),1654,731
procedure,386516004,http://snomed.info/sct,Anticipatory guidance (procedure),1853,731
observation,82810-3,http://loinc.org,Pregnancy status,1655,729
condition,399261000,http://snomed.info/sct,History of coronary artery bypass grafting (situation),722,722
condition,431856006,http://snomed.info/sct,Chronic kidney disease stage 2 (disorder),733,720
encounter,305408004,http://snomed.info/sct,Admission to surgical department (procedure),720,720
immunization,62,http://hl7.org/fhir/sid/cvx,"HPV, quadrivalent",1746,711
condition,105531004,http://snomed.info/sct,Housing unsatisfactory (finding),711,711
observation,38265-5,http://loinc.org,DXA Radius and Ulna [T-score] Bone density,788,708
procedure,698314001,http://snomed.info/sct,Consultation for treatment (procedure),723,704
observation,X9999-0,http://loinc.org,Operative Status,710,699
condition,267020005,http://snomed.info/sct,History of tubal ligation (situation),693,693
procedure,90226004,http://snomed.info/sct,"Cytopathology procedure, preparation of smear, genital source (procedure)",1770,692
procedure,84100007,http://snomed.info/sct,History taking (procedure),826,687
medication_request,313820,http://www.nlm.nih.gov/research/umls/rxnorm,Acetaminophen 160 MG Chewable Tablet,917,679
procedure,183519002,http://snomed.info/sct,Referral to cardiology service (procedure),987,650
medication_request,198405,http://www.nlm.nih.gov/research/umls/rxnorm,Ibuprofen 100 MG Oral Tablet,896,649
procedure,736169004,http://snomed.info/sct,Post anesthesia care management (procedure),652,649
immunization,115,http://hl7.org/fhir/sid/cvx,Tdap,646,646
procedure,225158009,http://snomed.info/sct,Auscultation of the fetal heart (procedure),9758,646
procedure,274804006,http://snomed.info/sct,Evaluation of uterine fundal height (procedure),9758,646
condition,68496003,http://snomed.info/sct,Polyp of colon (disorder),670,642
procedure,104091002,http://snomed.info/sct,"Hemogram, automated, with red blood cells, white blood cells, hemoglobin, hematocrit, indices, platelet count, and manual white blood cell differential (procedure)",2173,639
encounter,169762003,http://snomed.info/sct,Postnatal visit (regime/therapy),1103,636
diagnostic_report,89577-1,http://loinc.org,Troponin I.cardiac panel - Serum or Plasma by High sensitivity method,5004,636
observation,14959-1,http://loinc.org,Microalbumin/Creatinine [Mass Ratio] in Urine,22575,633
condition,44054006,http://snomed.info/sct,Diabetes mellitus type 2 (disorder),633,633
immunization,52,http://hl7.org/fhir/sid/cvx,"Hep A, adult",1094,628
observation,6301-6,http://loinc.org,INR in Platelet poor plasma by Coagulation assay,3433,628
procedure,443529005,http://snomed.info/sct,Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using fluorescence in situ hybridization screening technique (procedure),1105,626
procedure,47758006,http://snomed.info/sct,Hepatitis B surface antigen measurement (procedure),1103,624
procedure,60218003,http://snomed.info/sct,"Urinalysis, protein, qualitative (procedure)",1103,624
procedure,31676001,http://snomed.info/sct,Human immunodeficiency virus antigen test (procedure),1103,624
procedure,117010004,http://snomed.info/sct,Urine culture (procedure),1103,624
procedure,395123002,http://snomed.info/sct,Urine screening test for diabetes (procedure),1103,624
procedure,104326007,http://snomed.info/sct,Measurement of Varicella-zoster virus antibody (procedure),1103,624
procedure,310861008,http://snomed.info/sct,Chlamydia antigen test (procedure),1103,624
procedure,104375008,http://snomed.info/sct,"Hepatitis C antibody, confirmatory test (procedure)",1103,624
procedure,314098000,http://snomed.info/sct,Rubella screening test (procedure),1103,624
procedure,28163009,http://snomed.info/sct,"Skin test for tuberculosis, Tine test (procedure)",1103,624
procedure,165829005,http://snomed.info/sct,Gonorrhea infection titer test (procedure),1103,624
procedure,269828009,http://snomed.info/sct,Syphilis infectious titer test (procedure),1103,624
condition,302870006,http://snomed.info/sct,Hypertriglyceridemia (disorder),623,623
encounter,183460006,http://snomed.info/sct,Obstetric emergency hospital admission (procedure),1079,623
medication_request,106892,http://www.nlm.nih.gov/research/umls/rxnorm,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Humulin]",47160,622
condition,1121000119107,http://snomed.info/sct,Chronic neck pain (finding),618,618
procedure,399014008,http://snomed.info/sct,Administration of vaccine product containing only Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens (procedure),1070,617
procedure,268556000,http://snomed.info/sct,Urine screening for glucose (procedure),1070,617
procedure,311555007,http://snomed.info/sct,Speech and language therapy regime (regime/therapy),1246,617
immunization,121,http://hl7.org/fhir/sid/cvx,"zoster vaccine, live",1140,616
procedure,275833003,http://snomed.info/sct,Alpha-fetoprotein test - antenatal (procedure),1062,616
procedure,271442007,http://snomed.info/sct,Fetal anatomy study (procedure),1062,616
observation,19123-9,http://loinc.org,Magnesium [Mass/volume] in Serum or Plasma,6558,615
procedure,D0145,http://www.ada.org/cdt,oral evaluation for a patient under three years of age and counseling with primary caregiver,715,608
procedure,D0703,http://www.ada.org/cdt,2-D oral/facial photographic image obtained intra-orally or extra-orally - image capture only,796,603
procedure,118001005,http://snomed.info/sct,Streptococcus pneumoniae group B antigen assay (procedure),1015,597
procedure,40701008,http://snomed.info/sct,Echocardiography (procedure),1702,592
condition,157141000119108,http://snomed.info/sct,Proteinuria due to type 2 diabetes mellitus (disorder),587,587
allergy,84489001,http://snomed.info/sct,Mold (organism),579,579
medication_request,1870230,http://www.nlm.nih.gov/research/umls/rxnorm,NDA020800 0.3 ML Epinephrine 1 MG/ML Auto-Injector,577,577
procedure,D2392,http://www.ada.org/cdt,"resin-based composite - two surfaces, posterior",643,566
procedure,D0601,http://www.ada.org/cdt,caries risk assessment and documentation with a finding of low risk,701,563
medication_request,308192,http://www.nlm.nih.gov/research/umls/rxnorm,Amoxicillin 500 MG Oral Tablet,747,560
condition,44465007,http://snomed.info/sct,Sprain of ankle (disorder),586,559
procedure,269911007,http://snomed.info/sct,Sputum examination (procedure),584,557
procedure,223470000,http://snomed.info/sct,Discussion about signs and symptoms (procedure),680,550
observation,10230-1,http://loinc.org,Left ventricular Ejection fraction,1650,549
procedure,386216000,http://snomed.info/sct,"Human parturition, function (observable entity)",876,549
diagnostic_report,55405-5,http://loinc.org,Heart failure tracking panel,1650,549
observation,20570-8,http://loinc.org,Hematocrit [Volume Fraction] of Blood by calculation,568,546
procedure,281789004,http://snomed.info/sct,Antibiotic therapy (procedure),674,545
condition,64859006,http://snomed.info/sct,Osteoporosis (disorder),544,544
observation,3173-2,http://loinc.org,aPTT in Blood by Coagulation assay,2345,543
procedure,371908008,http://snomed.info/sct,Oxygen administration by mask (procedure),4937,540
condition,307426000,http://snomed.info/sct,Acute infective cystitis (disorder),582,539
observation,5769-5,http://loinc.org,"Bacteria [#/area] in Urine sediment by Microscopy high power field",647,533
observation,630-4,http://loinc.org,Bacteria identified in Urine by Culture,647,533
observation,24124-0,http://loinc.org,Casts [Presence] in Urine sediment by Light microscopy,647,533
procedure,441550005,http://snomed.info/sct,Urinalysis with reflex to microscopy and culture (procedure),858,533
