table_name,code,code_system,display,row_count,distinct_patient_count
observation,17861-6,http://loinc.org,Calcium [Mass/volume] in Serum or Plasma,180131,4510
immunization,207,http://hl7.org/fhir/sid/cvx,"COVID-19, mRNA, LNP-S, PF, 100 mcg/0.5mL dose or 50 mcg/0.25mL dose",8991,4503
medication_request,312961,http://www.nlm.nih.gov/research/umls/rxnorm,Simvastatin 20 MG Oral Tablet,4310,4310
condition,473461003,http://snomed.info/sct,Educated to high school level (finding),4289,4289
condition,40055000,http://snomed.info/sct,Chronic sinusitis (disorder),4258,4254
procedure,D0602,http://www.ada.org/cdt,caries risk assessment and documentation with a finding of moderate risk,7168,4206
condition,82423001,http://snomed.info/sct,Chronic pain (finding),4098,4098
procedure,117015009,http://snomed.info/sct,Throat culture (procedure),4837,4097
diagnostic_report,24357-6,http://loinc.org,Urinalysis macro (dipstick) panel - Urine,208193,4079
observation,5792-7,http://loinc.org,Glucose [Mass/volume] in Urine by Test strip,208193,4079
observation,5804-0,http://loinc.org,Protein [Mass/volume] in Urine by Test strip,208193,4079
procedure,23426006,http://snomed.info/sct,Measurement of respiratory function (procedure),4709,4051
observation,10834-0,http://loinc.org,Globulin [Mass/volume] in Serum by calculation,72492,4022
condition,160968000,http://snomed.info/sct,Risk activity involvement (finding),4219,4017
encounter,305336008,http://snomed.info/sct,Admission to hospice (procedure),5007,3997
procedure,385763009,http://snomed.info/sct,Hospice care (regime/therapy),105860,3997
immunization,10,http://hl7.org/fhir/sid/cvx,IPV,10987,3996
procedure,310417005,http://snomed.info/sct,Certification procedure (procedure),4991,3991
procedure,185087000,http://snomed.info/sct,Notifications (procedure),4991,3991
immunization,20,http://hl7.org/fhir/sid/cvx,DTaP,13460,3912
medication_request,849574,http://www.nlm.nih.gov/research/umls/rxnorm,Naproxen sodium 220 MG Oral Tablet,4170,3895
medication_request,309362,http://www.nlm.nih.gov/research/umls/rxnorm,Clopidogrel 75 MG Oral Tablet,3891,3891
observation,8289-1,http://loinc.org,Head Occipital-frontal circumference Percentile,37831,3875
observation,9843-4,http://loinc.org,Head Occipital-frontal circumference,37831,3875
observation,77606-2,http://loinc.org,Weight-for-length Per age and sex,37831,3875
encounter,308646001,http://snomed.info/sct,Death Certification,3868,3868
diagnostic_report,69409-1,http://loinc.org,U.S. standard certificate of death - 2003 revision,3868,3868
observation,69453-9,http://loinc.org,Cause of Death [US Standard Certificate of Death],3868,3868
condition,K02.9,http://hl7.org/fhir/sid/icd-10,"Dental caries, unspecified",5879,3796
procedure,308283009,http://snomed.info/sct,Discharge from hospital (procedure),4495,3781
medication_request,562251,http://www.nlm.nih.gov/research/umls/rxnorm,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,4189,3761
immunization,03,http://hl7.org/fhir/sid/cvx,MMR,5396,3693
condition,237602007,http://snomed.info/sct,Metabolic syndrome X (disorder),3680,3680
immunization,21,http://hl7.org/fhir/sid/cvx,varicella,5372,3678
condition,161744009,http://snomed.info/sct,Past pregnancy history of miscarriage (situation),3664,3664
procedure,58000006,http://snomed.info/sct,Patient discharge (procedure),4048,3658
observation,2708-6,http://loinc.org,Oxygen saturation in Arterial blood,24093,3598
procedure,410401003,http://snomed.info/sct,Nursing care/supplementary surveillance (regime/therapy),73492,3594
immunization,114,http://hl7.org/fhir/sid/cvx,meningococcal MCV4P,4935,3568
medication_request,314076,http://www.nlm.nih.gov/research/umls/rxnorm,lisinopril 10 MG Oral Tablet,130160,3497
encounter,308335008,http://snomed.info/sct,Patient encounter procedure (procedure),23108,3492
procedure,399208008,http://snomed.info/sct,Plain X-ray of chest (procedure),7380,3317
observation,25428-4,http://loinc.org,Glucose [Presence] in Urine by Test strip,210137,3299
observation,5770-3,http://loinc.org,Bilirubin.total [Presence] in Urine by Test strip,210137,3299
observation,20454-5,http://loinc.org,Protein [Presence] in Urine by Test strip,210137,3299
condition,234949000,http://snomed.info/sct,Tooth eruption disorder,3638,3298
procedure,63332003,http://snomed.info/sct,History AND physical examination (procedure),3712,3252
condition,125605004,http://snomed.info/sct,Fracture of bone (disorder),3619,3183
encounter,698314001,http://snomed.info/sct,Consultation for treatment (procedure),12749,3155
procedure,225386006,http://snomed.info/sct,Pre-discharge assessment (procedure),3525,3116
procedure,D0140,http://www.ada.org/cdt,limited oral evaluation  problem focused,3660,3077
allergy,609328004,http://snomed.info/sct,Allergic disposition (finding),3062,3062
immunization,83,http://hl7.org/fhir/sid/cvx,"Hep A, ped/adol, 2 dose",5396,3043
procedure,D0230,http://www.ada.org/cdt,intraoral  periapical each additional radiographic image,3755,3015
procedure,D0330,http://www.ada.org/cdt,panoramic radiographic image,3509,2959
immunization,49,http://hl7.org/fhir/sid/cvx,Hib (PRP-OMP),8112,2944
procedure,D0220,http://www.ada.org/cdt,intraoral  periapical first radiographic image,3559,2904
procedure,D0150,http://www.ada.org/cdt,comprehensive oral evaluation  new or established patient,3428,2901
immunization,08,http://hl7.org/fhir/sid/cvx,"Hep B, adolescent or pediatric",8143,2899
medication_request,310798,http://www.nlm.nih.gov/research/umls/rxnorm,Hydrochlorothiazide 25 MG Oral Tablet,105436,2886
medication_request,314231,http://www.nlm.nih.gov/research/umls/rxnorm,Simvastatin 10 MG Oral Tablet,28097,2868
condition,55822004,http://snomed.info/sct,Hyperlipidemia (disorder),2854,2854
condition,278860009,http://snomed.info/sct,Chronic low back pain (finding),2841,2841
procedure,409023009,http://snomed.info/sct,Professional / ancillary services care (regime/therapy),17225,2775
procedure,91251008,http://snomed.info/sct,Physical therapy procedure (regime/therapy),10489,2761
medication_request,308136,http://www.nlm.nih.gov/research/umls/rxnorm,amLODIPine 2.5 MG Oral Tablet,99820,2746
immunization,119,http://hl7.org/fhir/sid/cvx,"rotavirus, monovalent",5382,2745
procedure,44608003,http://snomed.info/sct,Blood group typing (procedure),4168,2737
condition,65363002,http://snomed.info/sct,Otitis media (disorder),3835,2732
observation,20505-4,http://loinc.org,Bilirubin.total [Mass/volume] in Urine by Test strip,206167,2731
observation,34533-0,http://loinc.org,Odor of Urine,204651,2731
observation,5767-9,http://loinc.org,Appearance of Urine,207683,2731
observation,5778-6,http://loinc.org,Color of Urine,206167,2731
observation,5797-6,http://loinc.org,Ketones [Mass/volume] in Urine by Test strip,206167,2731
observation,32167-9,http://loinc.org,Clarity of Urine,206167,2731
diagnostic_report,89206-7,http://loinc.org,Patient Health Questionnaire-9: Modified for Teens [Reported.PHQ.Teen],9047,2679
observation,89204-2,http://loinc.org,Patient Health Questionnaire-9: Modified for Teens total score [Reported.PHQ.Teen],9047,2679
medication_request,310965,http://www.nlm.nih.gov/research/umls/rxnorm,Ibuprofen 200 MG Oral Tablet,2948,2662
condition,127013003,http://snomed.info/sct,Disorder of kidney due to diabetes mellitus (disorder),2622,2622
procedure,84478008,http://snomed.info/sct,Occupational therapy (regime/therapy),7720,2616
condition,10939881000119105,http://snomed.info/sct,Unhealthy alcohol drinking behavior (finding),3001,2601
procedure,868187001,http://snomed.info/sct,"Assessment using Car, Relax, Alone, Forget, Friends, Trouble Screening Test (procedure)",7892,2595
diagnostic_report,24321-2,http://loinc.org,Basic Metabolic 2000 Panel - Serum or Plasma,160160,2558
condition,43878008,http://snomed.info/sct,Streptococcal sore throat (disorder),2785,2529
condition,384709000,http://snomed.info/sct,Sprain (morphologic abnormality),2714,2521
procedure,D1120,http://www.ada.org/cdt,prophylaxis  child,3033,2464
condition,312608009,http://snomed.info/sct,Laceration - injury (disorder),2646,2461
condition,80583007,http://snomed.info/sct,Severe anxiety (panic) (finding),2995,2455
procedure,288086009,http://snomed.info/sct,Suture open wound (procedure),2635,2451
procedure,386516004,http://snomed.info/sct,Anticipatory guidance (procedure),6265,2444
procedure,D0274,http://www.ada.org/cdt,bitewings  four radiographic images,2874,2443
immunization,33,http://hl7.org/fhir/sid/cvx,"pneumococcal polysaccharide vaccine, 23 valent",2446,2420
procedure,33367005,http://snomed.info/sct,Angiography of coronary artery (procedure),2598,2418
procedure,252160004,http://snomed.info/sct,Standard pregnancy test (procedure),5265,2401
immunization,62,http://hl7.org/fhir/sid/cvx,"HPV, quadrivalent",6027,2392
procedure,274474001,http://snomed.info/sct,Bone immobilization (procedure),2538,2332
encounter,424441002,http://snomed.info/sct,Prenatal initial visit (regime/therapy),5223,2306
condition,90781000119102,http://snomed.info/sct,Microalbuminuria due to type 2 diabetes mellitus (disorder),2305,2305
condition,105531004,http://snomed.info/sct,Housing unsatisfactory (finding),2291,2291
condition,431855005,http://snomed.info/sct,Chronic kidney disease stage 1 (disorder),2351,2283
observation,89579-7,http://loinc.org,Troponin I.cardiac [Mass/volume] in Serum or Plasma by High sensitivity method,14629,2278
procedure,29303009,http://snomed.info/sct,Electrocardiographic procedure (procedure),6707,2263
procedure,D2391,http://www.ada.org/cdt,"resin-based composite - one surface, posterior",2676,2251
procedure,5880005,http://snomed.info/sct,Physical examination procedure (procedure),8066,2230
immunization,115,http://hl7.org/fhir/sid/cvx,Tdap,2182,2178
medication_request,1043400,http://www.nlm.nih.gov/research/umls/rxnorm,Acetaminophen 21.7 MG/ML / Dextromethorphan Hydrobromide 1 MG/ML / doxylamine succinate 0.417 MG/ML Oral Solution,2279,2162
condition,72892002,http://snomed.info/sct,Normal pregnancy (finding),5023,2153
procedure,312681000,http://snomed.info/sct,Bone density scan (procedure),3237,2146
condition,399261000,http://snomed.info/sct,History of coronary artery bypass grafting (situation),2133,2133
procedure,84100007,http://snomed.info/sct,History taking (procedure),2595,2131
medication_request,313820,http://www.nlm.nih.gov/research/umls/rxnorm,Acetaminophen 160 MG Chewable Tablet,2892,2127
observation,82810-3,http://loinc.org,Pregnancy status,4816,2110
procedure,169230002,http://snomed.info/sct,Ultrasound scan for fetal viability (procedure),4810,2109
encounter,305408004,http://snomed.info/sct,Admission to surgical department (procedure),2106,2100
procedure,698314001,http://snomed.info/sct,Consultation for treatment (procedure),2177,2095
observation,38265-5,http://loinc.org,DXA Radius and Ulna [T-score] Bone density,2355,2068
condition,224295006,http://snomed.info/sct,Only received primary school education (finding),2065,2065
condition,431856006,http://snomed.info/sct,Chronic kidney disease stage 2 (disorder),2081,2052
observation,X9999-0,http://loinc.org,Operative Status,2093,2048
condition,267020005,http://snomed.info/sct,History of tubal ligation (situation),2024,2024
procedure,90226004,http://snomed.info/sct,"Cytopathology procedure, preparation of smear, genital source (procedure)",5391,2017
medication_request,198405,http://www.nlm.nih.gov/research/umls/rxnorm,Ibuprofen 100 MG Oral Tablet,2674,1967
procedure,183519002,http://snomed.info/sct,Referral to cardiology service (procedure),3031,1931
procedure,736169004,http://snomed.info/sct,Post anesthesia care management (procedure),1944,1927
procedure,D0145,http://www.ada.org/cdt,oral evaluation for a patient under three years of age and counseling with primary caregiver,2133,1878
condition,44054006,http://snomed.info/sct,Diabetes mellitus type 2 (disorder),1874,1874
observation,14959-1,http://loinc.org,Microalbumin/Creatinine [Mass Ratio] in Urine,70679,1874
procedure,311555007,http://snomed.info/sct,Speech and language therapy regime (regime/therapy),3731,1867
condition,68496003,http://snomed.info/sct,Polyp of colon (disorder),1938,1865
procedure,D0703,http://www.ada.org/cdt,2-D oral/facial photographic image obtained intra-orally or extra-orally - image capture only,2458,1863
condition,302870006,http://snomed.info/sct,Hypertriglyceridemia (disorder),1857,1857
medication_request,106892,http://www.nlm.nih.gov/research/umls/rxnorm,"insulin isophane, human 70 UNT/ML / insulin, regular, human 30 UNT/ML Injectable Suspension [Humulin]",140117,1845
immunization,121,http://hl7.org/fhir/sid/cvx,"zoster vaccine, live",3384,1837
procedure,225158009,http://snomed.info/sct,Auscultation of the fetal heart (procedure),27748,1823
procedure,274804006,http://snomed.info/sct,Evaluation of uterine fundal height (procedure),27748,1823
condition,44465007,http://snomed.info/sct,Sprain of ankle (disorder),1903,1813
procedure,104091002,http://snomed.info/sct,"Hemogram, automated, with red blood cells, white blood cells, hemoglobin, hematocrit, indices, platelet count, and manual white blood cell differential (procedure)",6222,1797
diagnostic_report,89577-1,http://loinc.org,Troponin I.cardiac panel - Serum or Plasma by High sensitivity method,13640,1797
condition,1121000119107,http://snomed.info/sct,Chronic neck pain (finding),1768,1768
procedure,443529005,http://snomed.info/sct,Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using fluorescence in situ hybridization screening technique (procedure),3168,1764
procedure,28163009,http://snomed.info/sct,"Skin test for tuberculosis, Tine test (procedure)",3164,1761
procedure,395123002,http://snomed.info/sct,Urine screening test for diabetes (procedure),3164,1761
procedure,117010004,http://snomed.info/sct,Urine culture (procedure),3164,1761
procedure,269828009,http://snomed.info/sct,Syphilis infectious titer test (procedure),3164,1761
procedure,47758006,http://snomed.info/sct,Hepatitis B surface antigen measurement (procedure),3164,1761
procedure,60218003,http://snomed.info/sct,"Urinalysis, protein, qualitative (procedure)",3164,1761
procedure,31676001,http://snomed.info/sct,Human immunodeficiency virus antigen test (procedure),3164,1761
procedure,104326007,http://snomed.info/sct,Measurement of Varicella-zoster virus antibody (procedure),3164,1761
procedure,310861008,http://snomed.info/sct,Chlamydia antigen test (procedure),3164,1761
procedure,165829005,http://snomed.info/sct,Gonorrhea infection titer test (procedure),3164,1761
procedure,104375008,http://snomed.info/sct,"Hepatitis C antibody, confirmatory test (procedure)",3164,1761
procedure,314098000,http://snomed.info/sct,Rubella screening test (procedure),3164,1761
procedure,D0601,http://www.ada.org/cdt,caries risk assessment and documentation with a finding of low risk,2226,1755
encounter,169762003,http://snomed.info/sct,Postnatal visit (regime/therapy),3096,1749
condition,157141000119108,http://snomed.info/sct,Proteinuria due to type 2 diabetes mellitus (disorder),1745,1745
encounter,183460006,http://snomed.info/sct,Obstetric emergency hospital admission (procedure),3068,1738
procedure,271442007,http://snomed.info/sct,Fetal anatomy study (procedure),3041,1730
procedure,275833003,http://snomed.info/sct,Alpha-fetoprotein test - antenatal (procedure),3041,1730
observation,6301-6,http://loinc.org,INR in Platelet poor plasma by Coagulation assay,9070,1729
procedure,268556000,http://snomed.info/sct,Urine screening for glucose (procedure),3058,1727
procedure,399014008,http://snomed.info/sct,Administration of vaccine product containing only Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae antigens (procedure),3058,1727
immunization,52,http://hl7.org/fhir/sid/cvx,"Hep A, adult",2934,1725
observation,19123-9,http://loinc.org,Magnesium [Mass/volume] in Serum or Plasma,17795,1713
procedure,40701008,http://snomed.info/sct,Echocardiography (procedure),4745,1692
medication_request,308192,http://www.nlm.nih.gov/research/umls/rxnorm,Amoxicillin 500 MG Oral Tablet,2211,1690
procedure,223470000,http://snomed.info/sct,Discussion about signs and symptoms (procedure),2112,1685
procedure,281789004,http://snomed.info/sct,Antibiotic therapy (procedure),2102,1679
procedure,118001005,http://snomed.info/sct,Streptococcus pneumoniae group B antigen assay (procedure),2840,1674
procedure,269911007,http://snomed.info/sct,Sputum examination (procedure),1738,1656
condition,307426000,http://snomed.info/sct,Acute infective cystitis (disorder),1760,1649
allergy,84489001,http://snomed.info/sct,Mold (organism),1642,1642
observation,5821-4,http://loinc.org,"Leukocytes [#/area] in Urine sediment by Microscopy high power field",2026,1622
procedure,57617002,http://snomed.info/sct,Urine specimen collection (procedure),2026,1622
procedure,441550005,http://snomed.info/sct,Urinalysis with reflex to microscopy and culture (procedure),2673,1622
observation,630-4,http://loinc.org,Bacteria identified in Urine by Culture,2026,1622
observation,24124-0,http://loinc.org,Casts [Presence] in Urine sediment by Light microscopy,2026,1622
observation,5769-5,http://loinc.org,"Bacteria [#/area] in Urine sediment by Microscopy high power field",2026,1622
observation,5787-7,http://loinc.org,"Epithelial cells [#/area] in Urine sediment by Microscopy high power field",2026,1622
observation,13945-1,http://loinc.org,"Erythrocytes [#/area] in Urine sediment by Microscopy high power field",2026,1622
